# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KNS1	YLL019C	YLL019C	protein_coding	0	117	19	427	0	0	0	0	323	0	0	0	19	0	0	0	0	0	0	0	0	117	104
KOG1	YHR186C	YHR186C	protein_coding	0	569	105	935	0	0	0	0	483	0	0	0	105	0	0	0	0	0	0	0	0	569	452
KRE1	YNL322C	YNL322C	protein_coding	0	52	31	984	0	0	0	0	508	0	0	0	31	0	0	0	0	0	0	0	0	52	476
KRE2	YDR483W	YDR483W	protein_coding	0	95	41	836	0	0	0	0	481	0	0	0	41	0	0	0	0	0	0	0	0	95	355
KRE27	YIL027C	YIL027C	protein_coding	0	30	19	603	0	0	0	0	45	0	0	0	19	0	0	0	0	0	0	0	0	30	558
KRE28	YDR532C	YDR532C	protein_coding	1	80	53	558	0	0	0	0	359	0	0	0	53	0	0	0	1	0	1	0	1	79	199
KRE29	YER038C	YER038C	protein_coding	0	90	54	988	0	0	0	0	418	0	0	0	54	0	0	0	1	0	0	0	1	89	570
KRE33	YNL132W	YNL132W	protein_coding	2	254	45	596	0	0	0	0	414	0	0	0	45	0	0	0	0	0	2	0	0	254	182
KRE5	YOR336W	YOR336W	protein_coding	2	406	252	995	0	0	0	0	431	0	0	0	252	0	0	0	0	0	2	0	0	406	564
KRE6	YPR159W	YPR159W	protein_coding	0	212	50	370	0	0	0	0	360	0	0	0	50	0	0	0	0	0	0	0	0	212	10
KRE9	YJL174W	YJL174W	protein_coding	1	63	37	646	0	0	0	0	367	0	0	0	37	0	0	0	0	0	1	0	0	63	279
KRI1	YNL308C	YNL308C	protein_coding	0	127	45	779	0	0	0	0	472	0	0	0	45	0	0	0	1	0	0	0	1	126	307
KRR1	YCL059C	YCL059C	protein_coding	0	103	2	803	0	0	0	0	353	0	0	0	2	0	0	0	0	0	0	0	0	103	450
KRS1	YDR037W	YDR037W	protein_coding	3	207	40	364	0	0	0	0	10	0	0	0	40	0	0	0	0	0	3	0	0	207	354
KSH1	YNL024C-A	YNL024C-A	protein_coding	0	2	0	753	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	2	403
KSP1	YHR082C	YHR082C	protein_coding	0	264	92	695	0	0	0	0	218	0	0	0	92	0	0	0	0	0	0	0	0	264	477
KSS1	YGR040W	YGR040W	protein_coding	0	125	10	113	0	0	0	0	109	0	0	0	10	0	0	0	0	0	0	0	0	125	4
KTI11	YBL071W-A	YBL071W-A	protein_coding	0	29	8	894	0	0	0	0	573	0	0	0	8	0	0	0	0	0	0	0	0	29	321
KTI12	YKL110C	YKL110C	protein_coding	0	98	18	789	0	0	0	0	540	0	0	0	18	0	0	0	0	0	0	0	0	98	249
KTR1	YOR099W	YOR099W	protein_coding	0	119	50	588	0	0	0	0	385	0	0	0	50	0	0	0	0	0	0	0	0	119	203
KTR2	YKR061W	YKR061W	protein_coding	0	68	27	513	0	0	0	0	386	0	0	0	27	0	0	0	1	0	0	0	1	67	127
KTR3	YBR205W	YBR205W	protein_coding	0	69	18	900	0	0	0	0	555	0	0	0	18	0	0	0	0	0	0	0	0	69	345
KTR4	YBR199W	YBR199W	protein_coding	0	151	99	674	0	0	0	0	294	0	0	0	99	0	0	0	1	0	0	0	1	150	380
KTR5	YNL029C	YNL029C	protein_coding	0	99	48	736	0	0	0	0	252	0	0	0	48	0	0	0	0	0	0	0	0	99	484
KTR6	YPL053C	YPL053C	protein_coding	0	147	72	494	0	0	0	0	234	0	0	0	72	0	0	0	0	0	0	0	0	147	260
KTR7	YIL085C	YIL085C	protein_coding	1	144	65	810	0	0	0	0	348	0	0	0	65	0	0	0	0	0	1	0	0	144	462
KXD1	YGL079W	YGL079W	protein_coding	1	79	24	655	0	0	0	0	405	0	0	0	24	0	0	0	0	0	1	0	0	79	250
LAA1	YJL207C	YJL207C	protein_coding	1	707	301	919	0	0	0	0	461	0	0	0	301	0	0	0	0	0	1	0	0	707	458
LAC1	YKL008C	YKL008C	protein_coding	0	177	45	910	0	0	0	0	594	0	0	0	45	0	0	0	0	0	0	0	0	177	316
LAG1	YHL003C	YHL003C	protein_coding	1	164	27	569	0	0	0	0	275	0	0	0	27	0	0	0	0	0	1	0	0	164	294
LAG2	YOL025W	YOL025W	protein_coding	0	139	83	871	0	0	0	0	495	0	0	0	83	0	0	0	1	0	0	0	1	138	376
LAP2	YNL045W	YNL045W	protein_coding	1	172	68	923	0	0	0	0	308	0	0	0	68	0	0	0	0	0	1	0	0	172	615
LAP3	YNL239W	YNL239W	protein_coding	0	154	26	802	0	0	0	0	419	0	0	0	26	0	0	0	0	0	0	0	0	154	383
LAP4	YKL103C	YKL103C	protein_coding	0	119	35	785	0	0	0	0	344	0	0	0	35	0	0	0	0	0	0	0	0	119	441
LAS1	YKR063C	YKR063C	protein_coding	0	98	44	808	0	0	0	0	314	0	0	0	44	0	0	0	0	0	0	0	0	98	494
LAS17	YOR181W	YOR181W	protein_coding	0	127	47	486	0	0	0	0	279	0	0	0	47	0	0	0	0	0	0	0	0	127	207
LAS21	YJL062W	YJL062W	protein_coding	2	270	110	910	0	0	0	0	450	0	0	0	110	0	0	0	0	0	2	0	0	270	460
LAT1	YNL071W	YNL071W	protein_coding	0	89	9	879	0	0	0	0	309	0	0	0	9	0	0	0	0	0	0	0	0	89	570
LCB1	YMR296C	YMR296C	protein_coding	0	152	26	721	0	0	0	0	391	0	0	0	26	0	0	0	0	0	0	0	0	152	330
LCB2	YDR062W	YDR062W	protein_coding	0	172	30	706	0	0	0	0	185	0	0	0	30	0	0	0	0	0	0	0	0	172	521
LCB3	YJL134W	YJL134W	protein_coding	0	66	16	655	0	0	0	0	403	0	0	0	16	0	0	0	0	0	0	0	0	66	252
LCB4	YOR171C	YOR171C	protein_coding	0	189	44	774	0	0	0	0	396	0	0	0	44	0	0	0	0	0	0	0	0	189	378
LCB5	YLR260W	YLR260W	protein_coding	2	171	60	724	0	0	0	0	238	1	0	0	60	0	0	0	0	0	1	0	0	171	486
LCD1	YDR499W	YDR499W	protein_coding	0	207	84	823	0	0	0	0	381	0	0	0	84	0	0	0	0	0	0	0	0	207	442
LCL1	YPL056C	YPL056C	protein_coding	2	1	1	715	0	0	0	0	398	2	0	0	1	0	0	0	0	0	0	0	0	1	317
LCL2	YLR104W	YLR104W	protein_coding	0	20	9	1149	0	0	0	0	556	0	0	0	9	0	0	0	0	0	0	0	0	20	593
LCL3	YGL085W	YGL085W	protein_coding	0	44	18	752	0	0	0	0	402	0	0	0	18	0	0	0	0	0	0	0	0	44	350
LCP5	YER127W	YER127W	protein_coding	1	104	27	906	0	0	0	0	521	0	0	0	27	0	0	0	0	0	1	0	0	104	385
LDB16	YCL005W	YCL005W	protein_coding	0	59	29	777	0	0	0	0	351	0	0	0	29	0	0	0	0	0	0	0	0	59	426
LDB17	YDL146W	YDL146W	protein_coding	0	127	55	1132	0	0	0	0	553	0	0	0	55	0	0	0	0	0	0	0	0	127	579
LDB18	YLL049W	YLL049W	protein_coding	0	39	44	1036	0	0	0	0	672	0	0	0	44	0	0	0	0	0	0	0	0	39	364
LDB19	YOR322C	YOR322C	protein_coding	0	227	96	897	0	0	0	0	452	0	0	0	96	0	0	0	0	0	0	0	0	227	445
LDB7	YBL006C	YBL006C	protein_coding	1	69	15	861	0	0	0	0	432	0	0	0	15	0	0	0	1	0	0	1	0	69	429
LDH1	YBR204C	YBR204C	protein_coding	0	77	51	825	0	0	0	0	358	0	0	0	51	0	0	0	0	0	0	0	0	77	467
LEA1	YPL213W	YPL213W	protein_coding	0	74	21	880	0	0	0	0	431	0	0	0	21	0	0	0	0	0	0	0	0	74	449
LEE1	YPL054W	YPL054W	protein_coding	0	56	15	541	0	0	0	0	366	0	0	0	15	0	0	0	0	0	0	0	0	56	175
LEM3	YNL323W	YNL323W	protein_coding	0	121	36	954	0	0	0	0	480	0	0	0	36	0	0	0	0	0	0	0	0	121	474
LEO1	YOR123C	YOR123C	protein_coding	0	116	26	963	0	0	0	0	413	0	0	0	26	0	0	0	0	0	0	0	0	116	550
LEU1	YGL009C	YGL009C	protein_coding	0	223	54	626	0	0	0	0	406	0	0	0	54	0	0	0	0	0	0	0	0	223	220
LEU2	YCL018W	YCL018W	protein_coding	0	90	4	649	0	0	0	0	538	0	0	0	4	0	0	0	0	0	0	0	0	90	111
LEU3	YLR451W	YLR451W	protein_coding	1	251	69	683	0	0	0	0	278	0	0	0	69	0	0	0	0	0	1	0	0	251	405
LEU4	YNL104C	YNL104C	protein_coding	0	165	13	670	0	0	0	0	416	0	0	0	13	0	0	0	0	0	0	0	0	165	254
LEU5	YHR002W	YHR002W	protein_coding	0	81	13	657	0	0	0	0	409	0	0	0	13	0	0	0	1	0	0	0	1	80	248
LEU9	YOR108W	YOR108W	protein_coding	0	97	19	718	0	0	0	0	492	0	0	0	19	0	0	0	0	0	0	0	0	97	226
LGE1	YPL055C	YPL055C	protein_coding	0	14	0	676	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	14	343
LHP1	YDL051W	YDL051W	protein_coding	0	77	13	585	0	0	0	0	265	0	0	0	13	0	0	0	0	0	0	0	0	77	320
LHS1	YKL073W	YKL073W	protein_coding	0	296	159	759	0	0	0	0	297	0	0	0	159	0	0	0	0	0	0	0	0	296	462
LIA1	YJR070C	YJR070C	protein_coding	0	97	11	886	0	0	0	0	406	0	0	0	11	0	0	0	0	0	0	0	0	97	480
LIF1	YGL090W	YGL090W	protein_coding	1	69	62	741	0	0	0	0	350	0	0	0	62	0	0	0	0	0	1	0	0	69	391
LIN1	YHR156C	YHR156C	protein_coding	1	45	33	787	0	0	0	0	471	0	0	0	33	0	0	0	0	0	1	0	0	45	316
LIP1	YMR298W	YMR298W	protein_coding	0	36	6	867	0	0	0	0	513	0	0	0	6	0	0	0	0	0	0	0	0	36	354
LIP2	YLR239C	YLR239C	protein_coding	0	103	56	924	0	0	0	0	456	0	0	0	56	0	0	0	0	0	0	0	0	103	468
LIP5	YOR196C	YOR196C	protein_coding	0	117	22	687	0	0	0	0	211	0	0	0	22	0	0	0	0	0	0	0	0	117	476
LOC1	YFR001W	YFR001W	protein_coding	2	66	25	864	0	0	0	0	456	0	0	0	25	0	0	0	1	0	1	1	0	66	408
LOH1	YJL038C	YJL038C	protein_coding	0	14	4	702	0	0	0	0	523	0	0	0	4	0	0	0	0	0	0	0	0	14	179
LOS1	YKL205W	YKL205W	protein_coding	0	274	60	956	0	0	0	0	463	0	0	0	60	0	0	0	0	0	0	0	0	274	493
LOT5	YKL183W	YKL183W	protein_coding	0	66	32	876	0	0	0	1	428	0	0	0	31	0	0	0	0	0	0	0	0	66	448
LOT6	YLR011W	YLR011W	protein_coding	0	22	6	498	0	0	0	0	184	0	0	0	6	0	0	0	0	0	0	0	0	22	314
LPD1	YFL018C	YFL018C	protein_coding	0	182	13	391	0	0	0	0	95	0	0	0	13	0	0	0	0	0	0	0	0	182	296
LPP1	YDR503C	YDR503C	protein_coding	1	62	22	759	0	0	0	0	381	0	0	0	22	0	0	0	0	0	1	0	0	62	378
LPX1	YOR084W	YOR084W	protein_coding	0	25	8	964	0	0	0	0	529	0	0	0	8	0	0	0	0	0	0	0	0	25	435
LRE1	YCL051W	YCL051W	protein_coding	0	31	9	738	0	0	0	0	299	0	0	0	9	0	0	0	0	0	0	0	0	31	439
LRG1	YDL240W	YDL240W	protein_coding	0	271	52	490	0	0	0	0	434	0	0	0	52	0	0	0	0	0	0	0	0	271	56
LRO1	YNR008W	YNR008W	protein_coding	0	199	50	962	0	0	0	0	496	0	0	0	50	0	0	0	1	0	0	0	1	198	466
LRP1	YHR081W	YHR081W	protein_coding	0	1	0	708	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	1	192
LRS4	YDR439W	YDR439W	protein_coding	1	31	13	518	0	0	0	0	252	0	0	0	13	0	0	0	0	0	1	0	0	31	266
LSB1	YGR136W	YGR136W	protein_coding	0	25	15	706	0	0	0	0	304	0	0	0	15	0	0	0	0	0	0	0	0	25	402
LSB3	YFR024C-A	YFR024C-A	protein_coding	3	18	138	672	0	0	0	0	460	0	0	9	138	0	0	0	1	0	2	1	1	16	204
LSB5	YCL034W	YCL034W	protein_coding	0	99	28	1011	0	0	0	0	616	0	0	0	28	0	0	0	0	0	0	0	0	99	395
LSB6	YJL100W	YJL100W	protein_coding	1	178	60	994	0	0	0	0	599	0	0	0	60	0	0	0	0	0	1	0	0	178	395
LSC1	YOR142W	YOR142W	protein_coding	0	86	9	590	0	0	0	0	17	0	0	0	9	0	0	0	0	0	0	0	0	86	573
LSC2	YGR244C	YGR244C	protein_coding	0	77	16	760	0	0	0	0	284	0	0	0	16	0	0	0	0	0	0	0	0	77	476
LSG1	YGL099W	YGL099W	protein_coding	0	178	23	454	0	0	0	0	81	0	0	0	23	0	0	0	0	0	0	0	0	178	373
LSM1	YJL124C	YJL124C	protein_coding	0	40	9	912	0	0	0	0	441	0	0	0	9	0	0	0	0	0	0	0	0	40	471
LSM12	YHR121W	YHR121W	protein_coding	0	28	4	962	0	0	0	0	371	0	0	0	4	0	0	0	0	0	0	0	0	28	591
LSM2	YBL026W	YBL026W	protein_coding	0	41	1	590	0	0	0	0	360	0	0	16	1	0	0	0	6	0	0	0	1	35	219
LSM3	YLR438C-A	YLR438C-A	protein_coding	0	8	1	731	0	0	0	0	447	0	0	0	1	0	0	0	0	0	0	0	0	8	284
LSM4	YER112W	YER112W	protein_coding	0	49	21	889	0	0	0	0	522	0	0	0	21	0	0	0	0	0	0	0	0	49	367
LSM5	YER146W	YER146W	protein_coding	0	23	5	829	0	0	0	0	404	0	0	0	5	0	0	0	1	0	0	0	1	22	425
LSM6	YDR378C	YDR378C	protein_coding	0	0	2	775	0	0	0	0	407	0	0	0	2	0	0	0	0	0	0	0	0	0	368
LSM7	YNL147W	YNL147W	protein_coding	0	18	6	482	0	0	0	0	78	0	0	0	6	0	0	0	0	0	0	0	0	18	404
LSM8	YJR022W	YJR022W	protein_coding	0	0	1	520	0	0	0	0	202	0	0	0	1	0	0	0	0	0	0	0	0	0	318
LSP1	YPL004C	YPL004C	protein_coding	0	56	1	1023	0	0	0	0	594	0	0	0	1	0	0	0	0	0	0	0	0	56	429
LSR1	LSR1	LSR1	snRNA	0	0	0	821	0	0	0	0	457	0	0	0	0	53	0	0	0	0	0	0	0	0	311
LST4	YKL176C	YKL176C	protein_coding	0	238	72	945	0	0	0	0	485	0	0	0	72	0	0	0	0	0	0	0	0	238	460
LST7	YGR057C	YGR057C	protein_coding	0	61	10	851	0	0	0	0	494	0	0	0	10	0	0	0	0	0	0	0	0	61	357
LST8	YNL006W	YNL006W	protein_coding	0	97	4	994	0	0	0	0	375	0	0	0	4	0	0	0	0	0	0	0	0	97	619
LTE1	YAL024C	YAL024C	protein_coding	2	392	137	985	0	0	0	0	517	0	0	0	137	0	0	0	0	0	2	0	0	392	468
LTP1	YPR073C	YPR073C	protein_coding	0	45	15	554	0	0	0	0	242	0	0	0	15	0	0	0	0	0	0	0	0	45	312
LTV1	YKL143W	YKL143W	protein_coding	0	108	33	804	0	0	0	0	423	0	0	0	33	0	0	0	0	0	0	0	0	108	381
LUC7	YDL087C	YDL087C	protein_coding	0	87	28	913	0	0	0	0	501	0	0	0	28	0	0	0	0	0	0	0	0	87	412
LYP1	YNL268W	YNL268W	protein_coding	1	203	32	842	0	0	0	0	461	1	0	0	32	0	0	0	1	1	0	0	1	202	381
LYS1	YIR034C	YIR034C	protein_coding	0	102	17	878	0	0	0	0	555	0	0	0	17	0	0	0	0	0	0	0	0	102	323
LYS12	YIL094C	YIL094C	protein_coding	0	110	11	870	0	0	0	0	488	0	0	0	11	0	0	0	1	0	0	0	1	109	382
LYS14	YDR034C	YDR034C	protein_coding	0	188	45	275	0	0	0	0	242	0	0	0	45	0	0	0	0	0	0	0	0	188	33
LYS2	YBR115C	YBR115C	protein_coding	0	434	105	771	0	0	0	0	484	0	0	0	105	0	0	0	0	0	0	0	0	434	287
LYS20	YDL182W	YDL182W	protein_coding	0	44	5	823	0	0	0	0	533	0	0	0	5	0	0	0	0	0	0	0	0	44	290
LYS21	YDL131W	YDL131W	protein_coding	0	95	4	851	0	0	0	0	405	0	0	0	4	0	0	0	0	0	0	0	0	95	446
LYS4	YDR234W	YDR234W	protein_coding	0	199	40	641	0	0	0	0	347	0	0	0	40	0	0	0	0	0	0	0	0	199	294
LYS5	YGL154C	YGL154C	protein_coding	0	33	23	1266	0	0	0	0	587	0	0	0	23	0	0	0	0	0	0	0	0	33	679
LYS9	YNR050C	YNR050C	protein_coding	1	121	17	854	0	0	0	0	552	0	0	0	17	0	0	0	0	0	1	0	0	121	302
MAC1	YMR021C	YMR021C	protein_coding	0	134	44	938	0	0	0	0	484	0	0	0	44	0	0	0	0	0	0	0	0	134	454
MAD1	YGL086W	YGL086W	protein_coding	0	211	96	702	0	0	0	0	435	0	0	0	96	0	0	0	0	0	0	0	0	211	267
MAD2	YJL030W	YJL030W	protein_coding	0	29	14	976	0	0	0	0	426	0	0	0	14	0	0	0	0	0	0	0	0	29	550
MAD3	YJL013C	YJL013C	protein_coding	1	87	68	716	0	0	0	0	521	0	0	0	68	0	0	0	0	0	1	0	0	87	195
MAE1	YKL029C	YKL029C	protein_coding	0	164	25	521	0	0	0	0	192	0	0	0	25	0	0	0	0	0	0	0	0	164	329
MAF1	YDR005C	YDR005C	protein_coding	0	105	22	734	0	0	0	0	357	0	0	1	22	0	0	0	0	0	0	0	0	105	376
MAG1	YER142C	YER142C	protein_coding	0	56	22	1023	0	0	0	0	450	0	0	0	22	0	0	0	0	0	0	0	0	56	573
MAG2	YLR427W	YLR427W	protein_coding	0	253	81	1034	0	0	0	0	423	0	0	0	81	0	0	0	0	0	0	0	0	253	611
MAK10	YEL053C	YEL053C	protein_coding	2	205	93	924	0	0	0	0	422	0	0	0	93	0	0	0	0	0	2	0	0	205	502
MAK11	YKL021C	YKL021C	protein_coding	1	68	23	887	0	0	0	0	335	1	0	0	23	0	0	0	0	0	0	0	0	68	552
MAK16	YAL025C	YAL025C	protein_coding	0	70	6	1083	0	0	0	0	540	0	0	0	6	0	0	0	0	0	0	0	0	70	543
MAK21	YDR060W	YDR060W	protein_coding	0	269	97	755	0	0	0	0	414	0	0	0	97	0	0	0	0	0	0	0	0	269	341
MAK3	YPR051W	YPR051W	protein_coding	0	47	10	1277	0	0	0	0	588	0	0	0	10	0	0	0	0	0	0	0	0	47	689
MAK31	YCR020C-A	YCR020C-A	protein_coding	0	0	0	552	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	348
MAK32	YCR019W	YCR019W	protein_coding	1	48	27	304	0	0	0	0	290	0	0	0	27	0	0	0	0	0	1	0	0	48	14
MAK5	YBR142W	YBR142W	protein_coding	1	172	40	821	0	0	1	0	292	0	0	0	39	0	0	0	0	0	1	0	0	172	529
MAL11	YGR289C	YGR289C	protein_coding	1	121	69	265	0	0	0	0	262	1	0	0	69	0	0	0	0	0	0	0	0	121	3
MAL12	YGR292W	YGR292W	protein_coding	0	0	0	312	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	225
MAL13	YGR288W	YGR288W	protein_coding	1	129	87	471	0	0	0	0	225	0	0	0	87	0	0	0	0	0	1	0	0	129	246
MAL31	YBR298C	YBR298C	protein_coding	1	125	53	309	0	0	0	0	277	0	0	0	53	0	0	0	0	0	1	0	0	125	32
MAL32	YBR299W	YBR299W	protein_coding	0	1	1	414	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	1	380
MAL33	YBR297W	YBR297W	protein_coding	2	112	68	424	0	0	0	0	192	0	0	0	68	0	0	0	0	0	2	0	0	112	232
MAM1	YER106W	YER106W	protein_coding	2	45	38	926	0	0	0	0	422	0	0	0	38	0	0	0	1	0	1	1	0	45	504
MAM3	YOL060C	YOL060C	protein_coding	0	162	19	942	0	0	0	0	630	0	0	0	19	0	0	0	0	0	0	0	0	162	312
MAM33	YIL070C	YIL070C	protein_coding	0	39	3	910	0	0	0	0	563	0	0	0	3	0	0	0	0	0	0	0	0	39	347
MAP1	YLR244C	YLR244C	protein_coding	0	74	9	826	0	0	0	0	397	0	0	0	9	0	0	0	0	0	0	0	0	74	429
MAP2	YBL091C	YBL091C	protein_coding	0	69	10	1067	0	0	0	0	428	0	0	0	10	0	0	0	0	0	0	0	0	69	639
MAS1	YLR163C	YLR163C	protein_coding	0	123	13	452	0	0	0	0	26	0	0	0	13	0	0	0	0	0	0	0	0	123	426
MAS2	YHR024C	YHR024C	protein_coding	0	180	30	1209	0	0	0	0	657	0	0	0	30	0	0	0	0	0	0	0	0	180	552
MATALPHA1	YCR040W	YCR040W	protein_coding	0	0	0	738	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	265
MATALPHA2	YCR039C	YCR039C	protein_coding	0	0	0	841	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	453
MBA1	YBR185C	YBR185C	protein_coding	1	64	21	628	0	0	0	0	254	0	0	0	21	0	0	0	0	0	1	0	0	64	374
MBB1	YJL199C	YJL199C	protein_coding	0	21	10	988	0	0	0	0	472	0	0	0	10	0	0	0	0	0	0	0	0	21	516
MBF1	YOR298C-A	YOR298C-A	protein_coding	0	7	1	804	0	0	0	0	450	0	0	0	1	0	0	0	0	0	0	0	0	7	354
MBP1	YDL056W	YDL056W	protein_coding	0	183	57	354	0	0	0	0	177	0	0	0	57	0	0	0	0	0	0	0	0	183	177
MBR1	YKL093W	YKL093W	protein_coding	0	96	55	578	0	0	0	0	375	0	0	0	55	0	0	0	0	0	0	0	0	96	203
MCA1	YOR197W	YOR197W	protein_coding	0	125	12	793	0	0	0	0	472	0	0	0	12	0	0	0	0	0	0	0	0	125	321
MCD1	YDL003W	YDL003W	protein_coding	0	110	44	576	0	0	0	0	379	0	0	0	44	0	0	0	0	0	0	0	0	110	197
MCD4	YKL165C	YKL165C	protein_coding	0	290	60	463	0	0	0	0	155	0	0	0	60	0	0	0	0	0	0	0	0	290	308
MCH1	YDL054C	YDL054C	protein_coding	0	135	33	558	0	0	0	0	173	0	0	0	33	0	0	0	0	0	0	0	0	135	385
MCH2	YKL221W	YKL221W	protein_coding	2	125	62	433	0	0	0	0	151	0	0	0	62	0	0	0	0	0	2	0	0	125	282
MCH4	YOL119C	YOL119C	protein_coding	0	151	25	818	0	0	0	0	333	0	0	0	25	0	0	0	0	0	0	0	0	151	485
MCH5	YOR306C	YOR306C	protein_coding	0	200	30	798	0	0	0	0	549	0	0	0	30	0	0	0	0	0	0	0	0	200	249
MCK1	YNL307C	YNL307C	protein_coding	0	108	10	689	0	0	0	0	375	0	0	0	10	0	0	0	0	0	0	0	0	108	314
MCM1	YMR043W	YMR043W	protein_coding	0	54	14	209	0	0	0	1	24	0	0	0	13	0	0	0	0	0	0	0	0	54	185
MCM10	YIL150C	YIL150C	protein_coding	0	170	73	819	0	0	0	0	541	0	0	0	73	0	0	0	0	0	0	0	0	170	278
MCM16	YPR046W	YPR046W	protein_coding	0	24	24	1018	0	0	0	0	560	0	0	0	24	0	0	0	0	0	0	0	0	24	458
MCM2	YBL023C	YBL023C	protein_coding	0	252	21	802	0	0	0	0	300	0	0	0	21	0	0	0	0	0	0	0	0	252	502
MCM21	YDR318W	YDR318W	protein_coding	1	0	10	527	0	0	0	0	380	0	0	0	10	0	0	0	0	0	1	0	0	0	147
MCM22	YJR135C	YJR135C	protein_coding	0	22	27	1001	0	0	0	0	492	0	0	0	27	0	0	0	0	0	0	0	0	22	509
MCM3	YEL032W	YEL032W	protein_coding	0	328	50	771	0	0	0	0	518	0	0	0	50	0	0	0	0	0	0	0	0	328	253
MCM4	YPR019W	YPR019W	protein_coding	1	246	44	593	0	0	0	0	394	0	0	0	44	0	0	0	0	0	1	0	0	246	199
MCM5	YLR274W	YLR274W	protein_coding	0	249	26	746	0	0	0	0	535	0	0	0	26	0	0	0	0	0	0	0	0	249	211
MCM6	YGL201C	YGL201C	protein_coding	0	253	32	838	1	0	0	0	455	0	0	0	31	0	0	0	0	0	0	0	0	253	383
MCM7	YBR202W	YBR202W	protein_coding	0	336	52	635	0	0	0	0	335	0	0	0	52	0	0	0	0	0	0	0	0	336	300
MCR1	YKL150W	YKL150W	protein_coding	0	118	26	654	0	0	0	0	361	0	0	0	26	0	0	0	0	0	0	0	0	118	293
MCT1	YOR221C	YOR221C	protein_coding	0	130	25	724	0	0	0	0	429	0	0	0	25	0	0	0	0	0	0	0	0	130	295
MCX1	YBR227C	YBR227C	protein_coding	1	149	44	965	0	0	0	0	459	0	0	0	44	0	0	0	0	0	1	0	0	149	506
MDE1	YJR024C	YJR024C	protein_coding	0	69	22	393	0	0	0	0	282	0	0	0	22	0	0	0	0	0	0	0	0	69	111
MDG1	YNL173C	YNL173C	protein_coding	0	1	3	701	0	0	0	0	179	0	0	0	3	0	0	0	0	0	0	0	0	1	522
MDH1	YKL085W	YKL085W	protein_coding	0	85	4	785	0	0	0	0	310	0	0	0	4	0	0	0	0	0	0	0	0	85	475
MDH2	YOL126C	YOL126C	protein_coding	0	114	9	524	0	0	0	0	258	0	0	0	9	0	0	0	0	0	0	0	0	114	266
MDH3	YDL078C	YDL078C	protein_coding	0	104	16	1011	0	0	0	0	421	0	0	0	16	0	0	0	0	0	0	0	0	104	590
MDJ1	YFL016C	YFL016C	protein_coding	0	110	18	520	0	0	0	0	318	0	0	0	18	0	0	0	0	0	0	0	0	110	202
MDJ2	YNL328C	YNL328C	protein_coding	0	49	14	842	0	0	0	0	426	0	0	0	14	0	0	0	0	0	0	0	0	49	416
MDL1	YLR188W	YLR188W	protein_coding	0	183	46	773	0	0	0	0	486	0	0	0	46	0	0	0	0	0	0	0	0	183	287
MDL2	YPL270W	YPL270W	protein_coding	1	242	41	812	0	0	0	0	487	0	0	0	41	0	0	0	0	0	1	0	0	242	325
MDM1	YML104C	YML104C	protein_coding	1	304	169	1139	0	0	0	0	406	0	0	0	169	0	0	0	0	0	1	0	0	304	733
MDM10	YAL010C	YAL010C	protein_coding	0	97	33	647	0	0	0	0	259	0	0	0	33	0	0	0	0	0	0	0	0	97	388
MDM12	YOL009C	YOL009C	protein_coding	0	68	20	915	0	0	0	0	454	0	0	0	20	0	0	0	0	0	0	0	0	68	461
MDM20	YOL076W	YOL076W	protein_coding	0	160	95	1277	0	0	0	0	686	0	0	0	95	0	0	0	0	0	0	0	0	160	591
MDM30	YLR368W	YLR368W	protein_coding	0	182	74	644	0	0	0	0	488	0	0	0	74	0	0	0	0	0	0	0	0	182	156
MDM31	YHR194W	YHR194W	protein_coding	0	144	34	874	0	0	0	0	444	0	0	0	34	0	0	0	0	0	0	0	0	144	430
MDM32	YOR147W	YOR147W	protein_coding	0	191	76	864	0	0	0	0	404	0	0	0	76	0	0	0	0	0	0	0	0	191	460
MDM34	YGL219C	YGL219C	protein_coding	2	111	40	1017	0	0	0	0	633	0	0	0	40	0	0	0	0	0	2	0	0	111	384
